COURSE_SUBJECT,COURSE_NUMBER,SECTION_NUMBER,SECTION_CRN,SECTION_TITLE,SECTION_CREDIT_HOURS,MEET_DAYS,MEET_TIMES,MEET_BUILDING,MEET_ROOM,INSTRUCTOR,INSTRUCTOR2,INSTRUCTOR3,FOOTNOTES,FOOTNOTES1,FOOTNOTES2,FOOTNOTES3,FOOTNOTES4,NOTE1,NOTE2,NOTE3,NOTE4,COURSE_ATTRIBUTES,COURSE_ATTRIBUTES1,COURSE_ATTRIBUTES2,COURSE_ATTRIBUTES3,COURSE_ATTRIBUTES4,DESCRIPTION1,DESCRIPTION2,DESCRIPTION3,DESCRIPTION4,MAX_ENROLL,CURR_ENROLL,REMAINING,MAJOR_CODE
PSY,231,0,15025,Abnormal Psychology,1, M  W  F ,0330 - 0420pm,WALL,320,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,30,2,INEU
PSY,231,0,15025,Abnormal Psychology,1, M  W  F ,0330 - 0420pm,WALL,320,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,30,2,PSY
PSY,231,0,15025,Abnormal Psychology,1, M  W  F ,0330 - 0420pm,WALL,320,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,30,2,HHV
PSY,231,0,20388,Abnormal Psychology,1, M  W  F ,0830 - 0920am,WALL,106,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,PSY
PSY,231,0,20388,Abnormal Psychology,1, M  W  F ,0830 - 0920am,WALL,106,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,HHV
PSY,231,0,20388,Abnormal Psychology,1, M  W  F ,0830 - 0920am,WALL,106,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,INEU
PSY,231,0,24002,Abnormal Psychology,1, M  W  F ,0330 - 0420pm,WALL,320,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,28,4,INEU
PSY,231,0,24002,Abnormal Psychology,1, M  W  F ,0330 - 0420pm,WALL,320,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,28,4,HHV
PSY,231,0,24002,Abnormal Psychology,1, M  W  F ,0330 - 0420pm,WALL,320,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,28,4,PSY
PSY,231,0,24002,Abnormal Psychology,1, M  W  F ,1130 - 1220pm,WALL,106,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,INEU
PSY,231,0,24002,Abnormal Psychology,1, M  W  F ,1130 - 1220pm,WALL,106,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,PSY
PSY,231,0,24002,Abnormal Psychology,1, M  W  F ,1130 - 1220pm,WALL,106,Sockol L,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,HHV
PSY,232,0,20389,Social Psychology,1, M  W  F ,0930 - 1020am,WALL,243,Good J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,EDU
PSY,232,0,20389,Social Psychology,1, M  W  F ,0930 - 1020am,WALL,243,Good J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,PSY
PSY,232,0,23772,Social Psychology,1, M  W  F ,1230 - 0120pm,WALL,106,Good J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,31,32,-1,PSY
PSY,232,0,23772,Social Psychology,1, M  W  F ,1230 - 0120pm,WALL,106,Good J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,31,32,-1,EDU
PSY,233,0,10387,Career Development,1,  T  R  ,0940 - 1055am,WALL,210,White M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,35,-3,PSY
PSY,233,0,16331,Career Development,1,  T  R  ,0140 - 0255pm,WALL,320,White M,,, ,,,,,,,,,NONE,NONE,,,,No new attribute (Class of 2016 and later),,,,30,17,13,PSY
PSY,234,0,14793,Child Psychopathology,1,  T  R  ,0815 - 0930am,CHAM,1062,Stutts L,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,0,21,-21,PSY
PSY,234,0,14793,Child Psychopathology,1,  T  R  ,0815 - 0930am,CHAM,1062,Stutts L,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,0,21,-21,EDU
PSY,234,0,14793,Child Psychopathology,1,  T  R  ,0815 - 0930am,CHAM,1062,Stutts L,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,0,21,-21,HHV
PSY,241,0,10388,Child Development,1,  T  R  ,0815 - 0930am,WALL,210,Leyva D,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,IGEN
PSY,241,0,10388,Child Development,1,  T  R  ,0815 - 0930am,WALL,210,Leyva D,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,EDU
PSY,241,0,10388,Child Development,1,  T  R  ,0815 - 0930am,WALL,210,Leyva D,,,XLST,XLST,,,,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,PSY
PSY,242,0,25558,Educational Psychology,1,  T  R  ,0305 - 0420pm,WALL,210,Leyva D,,,"PRQ,XLST",PRQ,XLST,,,There is a prerequisite for the course; see catalog,"Crosslisted; use the CRN for the course given as ""REG for"" (registration will be changed later if needed.)",,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,21,11,PSY
PSY,254,0,14772,Industrial/Organizational Psy,1, M  W  F ,0930 - 1020am,WALL,243,Boyd M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,PSY
PSY,254,0,25924,Industrial/Organizational Psy,1, M  W  F ,0930 - 1020am,WALL,210,Boyd M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,32,0,PSY
PSY,260,0,23775,Organization Development,1,  T  R  ,0140 - 0255pm,WALL,210,Kello J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,25,7,PSY
PSY,276,0,13322,Cognitive Psychology,1, M  W  F ,1130 - 1220pm,CHAM,1003,Munger M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,28,4,IGEN
PSY,276,0,13322,Cognitive Psychology,1, M  W  F ,1130 - 1220pm,CHAM,1003,Munger M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,28,4,PSY
PSY,276,0,13322,Cognitive Psychology,1, M  W  F ,1130 - 1220pm,CHAM,1003,Munger M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,28,4,INEU
PSY,280,0,10391,Human Neuropsychology,1, M  W   ,0230 - 0345pm,WALL,210,Icard P,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,NONE,NONE,,,,No new attribute (Class of 2016 and later),,,,32,34,-2,PSY
PSY,280,0,25813,Human Neuropsychology,1, M  W   ,0230 - 0345pm,WALL,210,Icard P,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,NONE,NONE,,,,No new attribute (Class of 2016 and later),,,,32,31,1,PSY
PSY,282,0,14432,Learning,1, M  W  F ,0830 - 0920am,CHAM,1027,Smith M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,8,24,PSY
PSY,282,0,14432,Learning,1, M  W  F ,0830 - 0920am,CHAM,1027,Smith M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,8,24,INEU
PSY,282,0,14432,Learning,1, M  W  F ,0830 - 0920am,CHAM,1027,Smith M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,8,24,IGEN
PSY,282,0,14432,Learning,1, M  W  F ,0830 - 0920am,CHAM,1027,Smith M,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,8,24,EDU
PSY,282,0,20390,Learning,1,  T  R  ,0140 - 0255pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,20,20,0,EDU
PSY,282,0,20390,Learning,1,  T  R  ,0140 - 0255pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,20,20,0,IGEN
PSY,282,0,20390,Learning,1,  T  R  ,0140 - 0255pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,20,20,0,PSY
PSY,282,0,20390,Learning,1,  T  R  ,0140 - 0255pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,20,20,0,INEU
PSY,282,0,23443,Learning,1,  T  R  ,1215 - 0130pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,INEU
PSY,282,0,23443,Learning,1,  T  R  ,1215 - 0130pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,IGEN
PSY,282,0,23443,Learning,1,  T  R  ,1215 - 0130pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,EDU
PSY,282,0,23443,Learning,1,  T  R  ,1215 - 0130pm,WALL,210,Ramirez J,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,31,1,PSY
PSY,284,0,23776,Drugs and Behavior,1, M  W  F ,1030 - 1120am,WALL,210,Robinson A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,30,2,IGEN
PSY,284,0,23776,Drugs and Behavior,1, M  W  F ,1030 - 1120am,WALL,210,Robinson A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,30,2,PSY
PSY,284,0,23776,Drugs and Behavior,1, M  W  F ,1030 - 1120am,WALL,210,Robinson A,,,PRQ,PRQ,,,,There is a prerequisite for the course; see catalog,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,32,30,2,INEU
PSY,290,0,10392,Practicum,1,      ,TBA , , ,Burch H,,,PRM,PRM,,,,Permission of instructor required,,,,NONE,NONE,,,,No new attribute (Class of 2016 and later),,,,20,0,20,PSY
PSY,290,0,10541,Practicum in Psychology,1,      ,TBA , , ,Staff S,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,20,0,20,PSY
PSY,290,0,20391,Practicum,1,      ,TBA , , ,Burch H,,,PRM,PRM,,,,Permission of instructor required,,,,NONE,NONE,,,,No new attribute (Class of 2016 and later),,,,20,2,18,PSY
PSY,290,0,21866,Practicum in Psychology,1,      ,TBA , , ,Multhaup K,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,0,21866,Practicum in Psychology,1,      ,TBA , , ,Burch H,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,0,3002,Practicum in Abnormal Psych,1,      ,TBA , , ,Staff S,,, ,,,,,,,,,,,,,,,,,,8,8,0,PSY
PSY,290,A,16435,Practicum in Psychology,1,      ,TBA , , ,Burch H,,, ,,,,,,,,,,,,,,,,,,0,4,-4,PSY
PSY,290,A,24568,Practicum,1,      ,TBA , , ,Kello J,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,B,15490,Practicum in Psychology,1,      ,TBA , , ,Burch H,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,0,4,-4,PSY
PSY,290,B,23942,Practicum in Psychology,1,      ,TBA , , ,Burch H,,,"PREQ,PERM",PREQ,PERM,,,,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,C,15082,Practicum in Psychology,1,      ,TBA , , ,Ramirez J,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,C,23941,Practicum in Psychology,1,      ,TBA , , ,Ramirez J,,,"PREQ,PERM",PREQ,PERM,,,,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,D,23691,Practicum in Psychology,1,      ,TBA , , ,Multhaup K,,,"PREQ,PERM",PREQ,PERM,,,,,,,,,,,,,,,,0,1,-1,PSY
PSY,290,E,24568,Practicum in Psychology,1,      ,TBA , , ,Kello J,,,PRM,PRM,,,,Permission of instructor required,,,,,,,,,,,,,0,1,-1,PSY
PSY,292,0,20392,Collective Memory,1,  T    ,1215 - 0130pm,SLOAN,100,Multhaup K,,, ,,,,,,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,9,9,0,PSY
PSY,292,0,20392,Collective Memory,1,  T    ,1215 - 0130pm,SLOAN,100,Multhaup K,,, ,,,,,,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,9,9,0,CIS
PSY,292,0,20392,Collective Memory,0,    R  ,1215 - 0130pm,SLOAN,201,Multhaup K,,, ,,,,,,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,9,9,0,PSY
PSY,292,0,20392,Collective Memory,0,    R  ,1215 - 0130pm,SLOAN,201,Multhaup K,,, ,,,,,,,,,SSRQ,SSRQ,,,,Social-Scientific Thought (Class of 2016 and later),,,,9,9,0,CIS
PSY,297,A,16475,IS: Adult Development & Aging,1,      ,TBA , , ,Multhaup K,,, ,,,,,,,,,,,,,,,,,,0,1,-1,PSY
PSY,301,A,23029,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,8,8,0,IGEN
PSY,301,A,23029,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,IGEN
PSY,301,A,23029,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,INEU
PSY,301,A,23029,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,8,8,0,PSY
PSY,301,A,23029,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,8,8,0,INEU
PSY,301,A,23029,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,PSY
PSY,301,A,23029,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,IGEN
PSY,301,A,23029,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,INEU
PSY,301,A,23029,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,8,8,0,PSY
PSY,301,A,23029,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,PSY
PSY,301,A,23029,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,8,8,0,IGEN
PSY,301,A,23029,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,8,8,0,INEU
PSY,301,B,23030,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,IGEN
PSY,301,B,23030,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,INEU
PSY,301,B,23030,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,PSY
PSY,301,B,23030,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,PSY
PSY,301,B,23030,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,INEU
PSY,301,B,23030,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,IGEN
PSY,301,B,23030,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,IGEN
PSY,301,B,23030,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,PSY
PSY,301,B,23030,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,IGEN
PSY,301,B,23030,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,PSY
PSY,301,B,23030,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,4,0,INEU
PSY,301,B,23030,Psy Res:Perception & Attention,0,   W   ,1230 - 0220pm,WALL,B05,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,INEU
PSY,301,C,24788,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,5,-1,IGEN
PSY,301,C,24788,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"2,3,PRQ",2,3,PRQ,,Sophomores only,Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,4,4,0,PSY
PSY,301,C,24788,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,5,-1,PSY
PSY,301,C,24788,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"2,3,PRQ",2,3,PRQ,,Sophomores only,Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,4,4,0,IGEN
PSY,301,C,24788,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,5,-1,INEU
PSY,301,C,24788,Psy Res:Perception & Attention,1, M  W  F ,0930 - 1020am,WALL,307,Munger M,,,"2,3,PRQ",2,3,PRQ,,Sophomores only,Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,4,4,0,INEU
PSY,301,C,24788,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"2,3,PRQ",2,3,PRQ,,Sophomores only,Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,4,4,0,PSY
PSY,301,C,24788,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"2,3,PRQ",2,3,PRQ,,Sophomores only,Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,4,4,0,INEU
PSY,301,C,24788,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,5,-1,IGEN
PSY,301,C,24788,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,5,-1,PSY
PSY,301,C,24788,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"2,3,PRQ",2,3,PRQ,,Sophomores only,Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,4,4,0,IGEN
PSY,301,C,24788,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"4,PRQ,PRM",4,PRQ,PRM,,Seniors only,There is a prerequisite for the course; see catalog,Permission of instructor required,,,,,,,,,,,4,5,-1,INEU
PSY,301,D,24789,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,PSY
PSY,301,D,24789,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,IGEN
PSY,301,D,24789,Psy Res:Perception & Attention,1, M  W  F ,1030 - 1120am,CHAM,1046,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,INEU
PSY,301,D,24789,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,IGEN
PSY,301,D,24789,Psy Res:Perception & Attention,0,   W   ,0230 - 0420pm,WALL,B05,Munger M,,,"23,PRQ",23,PRQ,,,Sophomores and Juniors only,There is a prerequisite for the course; see catalog,,,,,,,,,,,,4,4,0,INEU
